Country/Region,5/1/2021,5/2/2021,5/3/2021,5/4/2021,5/5/2021,5/6/2021,5/7/2021,5/8/2021,5/9/2021,5/10/2021,5/11/2021,5/12/2021,5/13/2021,5/14/2021,5/15/2021,5/16/2021,5/17/2021,5/18/2021,5/19/2021,5/20/2021,5/21/2021,5/22/2021,5/23/2021,5/24/2021,5/25/2021,5/26/2021,5/27/2021,5/28/2021,5/29/2021,5/30/2021,5/31/2021,6/1/2021,6/2/2021,6/3/2021,6/4/2021,6/5/2021,6/6/2021,6/7/2021,6/8/2021,6/9/2021,6/10/2021,6/11/2021,6/12/2021,6/13/2021,6/14/2021,6/15/2021,6/16/2021,6/17/2021,6/18/2021,6/19/2021,6/20/2021,6/21/2021,6/22/2021,6/23/2021,6/24/2021,6/25/2021,6/26/2021,6/27/2021,6/28/2021,6/29/2021,6/30/2021,7/1/2021,7/2/2021,7/3/2021,7/4/2021,7/5/2021,7/6/2021,7/7/2021,7/8/2021,7/9/2021,7/10/2021,7/11/2021,7/12/2021,7/13/2021,7/14/2021,7/15/2021,7/16/2021,7/17/2021,7/18/2021,7/19/2021,7/20/2021,7/21/2021,7/22/2021,7/23/2021,7/24/2021,7/25/2021,7/26/2021,7/27/2021,7/28/2021,7/29/2021,7/30/2021,7/31/2021,8/1/2021,8/2/2021,8/3/2021,8/4/2021,8/5/2021,8/6/2021,8/7/2021,8/8/2021,8/9/2021,8/10/2021,8/11/2021,8/12/2021,8/13/2021,8/14/2021,8/15/2021,8/16/2021,8/17/2021,8/18/2021,8/19/2021,8/20/2021,8/21/2021,8/22/2021,8/23/2021,8/24/2021,8/25/2021,8/26/2021,8/27/2021,8/28/2021,8/29/2021,8/30/2021,8/31/2021,9/1/2021,9/2/2021,9/3/2021,9/4/2021,9/5/2021,9/6/2021,9/7/2021,9/8/2021,9/9/2021,9/10/2021,9/11/2021,9/12/2021,9/13/2021,9/14/2021,9/15/2021,9/16/2021,9/17/2021,9/18/2021,9/19/2021,9/20/2021,9/21/2021,9/22/2021,9/23/2021,9/24/2021,9/25/2021,9/26/2021,9/27/2021,9/28/2021,9/29/2021,9/30/2021,10/1/2021,10/2/2021,10/3/2021,10/4/2021,10/5/2021,10/6/2021,10/7/2021,10/8/2021,10/9/2021,10/10/2021,10/11/2021,10/12/2021,10/13/2021,10/14/2021,10/15/2021,10/16/2021,10/17/2021,10/18/2021,10/19/2021,10/20/2021,10/21/2021,10/22/2021,10/23/2021,10/24/2021,10/25/2021,10/26/2021,10/27/2021,10/28/2021,10/29/2021,10/30/2021,10/31/2021,11/1/2021,11/2/2021,11/3/2021,11/4/2021,11/5/2021,11/6/2021,11/7/2021,11/8/2021,11/9/2021,11/10/2021,11/11/2021,11/12/2021,11/13/2021,11/14/2021,11/15/2021,11/16/2021,11/17/2021,11/18/2021,11/19/2021,11/20/2021,11/21/2021,11/22/2021,11/23/2021,11/24/2021,11/25/2021,11/26/2021,11/27/2021,11/28/2021,11/29/2021,11/30/2021,12/1/2021,12/2/2021,12/3/2021,12/4/2021,12/5/2021,12/6/2021,12/7/2021,12/8/2021,12/9/2021,12/10/2021,12/11/2021,12/12/2021,12/13/2021,12/14/2021,12/15/2021,12/16/2021,12/17/2021,12/18/2021,12/19/2021,12/20/2021,12/21/2021,12/22/2021,12/23/2021,12/24/2021,12/25/2021,12/26/2021,12/27/2021
Bangladesh,11510,11579,11644,11705,11755,11796,11833,11878,11934,11972,12005,12045,12076,12102,12124,12149,12181,12211,12248,12284,12310,12348,12376,12401,12441,12458,12480,12511,12549,12583,12619,12660,12694,12724,12758,12801,12839,12869,12913,12949,12989,13032,13071,13118,13172,13222,13282,13345,13399,13466,13548,13626,13702,13787,13868,13976,14053,14172,14276,14388,14503,14646,14778,14912,15065,15229,15392,15593,15792,16004,16189,16419,16639,16842,17052,17278,17465,17669,17894,18125,18325,18498,18685,18851,19046,19274,19521,19779,20016,20255,20467,20685,20916,21162,21397,21638,21902,22150,22411,22652,22897,23161,23398,23613,23810,23988,24175,24349,24547,24719,24878,25023,25143,25282,25399,25513,25627,25729,25846,25926,26015,26109,26195,26274,26362,26432,26493,26563,26628,26684,26736,26794,26832,26880,26931,26972,27007,27058,27109,27147,27182,27225,27251,27277,27313,27337,27368,27393,27414,27439,27470,27487,27510,27531,27555,27573,27591,27614,27635,27647,27654,27674,27688,27699,27713,27730,27737,27746,27752,27768,27778,27785,27791,27801,27805,27814,27823,27828,27834,27841,27847,27854,27862,27868,27870,27873,27880,27887,27887,27891,27895,27901,27904,27906,27907,27912,27918,27922,27926,27928,27934,27939,27946,27946,27953,27955,27958,27961,27970,27973,27975,27978,27980,27981,27983,27986,27989,27989,28001,28005,28010,28016,28016,28017,28022,28028,28031,28034,28038,28041,28043,28047,28048,28050,28051,28052,28054,28055,28056,28060,28061
